username,content,msg_id,user_id,timestamp
janjakman171,naru can sungurun gta yorumuna nediyosun hemen linçmeişler adamı ama doğruyu söylüyo,58c8e375-5b89-4c3e-bd66-acb91d76b3f8,16881772,2025-05-07T18:15:57.495479
Atemwastaken1,omurga olayı,99de371d-4d66-4d7f-88cf-9ca0004f0223,44340261,2025-05-07T18:15:58.626408
ABlKlZLARREGLOLMASINYA,@Zarafel kafayı yedim onu gördüm alsdkalsşkd,261b4b11-b086-4f2f-9938-fd5e9c95217d,60644258,2025-05-07T18:15:59.058718
Pitann,Öyle bir şey kalmadı. Emea var artık,61b35d18-2356-407e-883c-630c935cacca,48868524,2025-05-07T18:16:01.033458
CrapsN,gıybet tayfa,b832635c-c0ef-4038-a2a7-83b9eda0d8e7,26096248,2025-05-07T18:16:02.174195
ath0m,barıştılar,bc78788a-6994-4bfc-9070-ef6526802f1f,26935538,2025-05-07T18:16:02.658581
sylmz53,hakaret etmedi,036a71eb-f5f0-4f52-af1b-bb9e241e9153,39383648,2025-05-07T18:16:02.867863
btwAnil,yan sekmeden twitter açık hepsinde awslkgjhsdlogsdgh,7d97419f-820c-4dfb-bbad-5b2b078a835b,26041017,2025-05-07T18:16:04.033417
iboben,bushido rezil bir takım zaten,342ffb63-61d0-42c9-bd2e-6ecb2bb234e9,26117954,2025-05-07T18:16:06.739651
sametizzz,@janjakman171 xD,396c9fc7-1656-482b-a1aa-732c50a9a3d7,26931912,2025-05-07T18:16:08.593541
barbaros67,,dd55711d-2afa-4195-a9ba-2580e30d69aa,26936097,2025-05-07T18:16:11.117977
Aktheon,jaho bana sorulmadı gibi bir şey demişti sanki,d86eacdc-9692-4434-ac5d-c1152154542f,5162232,2025-05-07T18:16:11.990253
Dertli_Doktor,adam özür dilemiş affeetmiş niye almasın,241562fa-4788-4a06-98cf-8cc046ed09b1,27709926,2025-05-07T18:16:19.192330
VampirPirzola,Irkçı out saygısız in,f20c5bc4-20c0-421d-941d-c3bffb7ad2e6,27029833,2025-05-07T18:16:19.852430
FizOlmayan,bgt sup olayı ne,5042d5a0-e206-4fea-b8e2-424d5250c77f,30521847,2025-05-07T18:16:22.123545
Ferblantierr,helal lan sana naru,35918882-da6f-4b80-95da-1c92e00be9bf,26992548,2025-05-07T18:16:22.341469
lasttourlandtv,Son dakika BW btö ilan edildi,366d2e62-600b-40af-a838-a3e2393f4a08,27078582,2025-05-07T18:16:25.533403
CrapsN,harbi mi,53099b59-1022-4be8-bc2e-254d174242ef,26096248,2025-05-07T18:16:25.764045
XxxBOZKURTxxX,Reis ioania sezonu sence nasıl,f216becf-14bb-464c-80a6-ba316c9647ee,43024616,2025-05-07T18:16:30.327173
sylmz53,ronaldo neden bench e alındı,f5881807-073b-4474-b1a1-d7120b3af8df,39383648,2025-05-07T18:16:32.105410
Austin_3_16,can sungur yine bişeylerden nefret etmiştir,e1a7a5c8-22f9-49f5-b43d-301bff462a11,26945826,2025-05-07T18:16:37.873827
PoirkeCan,bu saaten sonra wordlse slot vermezler dimi tcle,11b2e174-a87c-4d02-a18e-f2e54fb3dbb4,32989678,2025-05-07T18:16:39.204173
kogut81,Batu röportaj,5c20f97d-1e20-4d26-8dda-b11aeb4c7891,25507864,2025-05-07T18:16:42.677130
emrebozkurtx,oe oldugundandır,742e36a0-e0a9-4cef-8dd1-d41569866f3c,40345061,2025-05-07T18:16:44.686474
Celil_K,coconut,23beb1db-1513-4e1a-bf7f-fb613aebeeea,30278004,2025-05-07T18:16:47.223627
SultanGaliyev,aramızda bir şey yok mentali toplayınca döner demişti mercy için,6a1c4507-31e1-4130-b454-6b3559a74053,26249548,2025-05-07T18:16:50.035179
Comiyel,inter barçayı izledin mi koray,e7d04cdf-b16f-4312-905b-9843e66f2a0d,28319266,2025-05-07T18:16:50.479473
Pitann,BW Midleri nuhun gemisi gibisi aw. Her turlusu var,289a20fa-d0c4-489e-a621-13688ee4142f,48868524,2025-05-07T18:16:52.124869
Asran35,@Naru  İNsan biraz bekler o tweti atarken belli yani önceden hazırlandığı,de801db8-7547-4770-a0f7-a805a8cc95ca,58229517,2025-05-07T18:16:53.509055
kogut81,Mercy çöp ergen,ea2f02a4-bb13-4ba8-82e3-c41707b7339d,25507864,2025-05-07T18:16:54.373230
ABlKlZLARREGLOLMASINYA,abi tanıdığım nadir zeki adamlardansın,163fc1d0-57ec-464e-a54d-a090f7e5145b,60644258,2025-05-07T18:16:55.283232
sametizzz,,42d2c699-a665-4f8a-be99-9a43ef431282,26931912,2025-05-07T18:17:02.622555
sylmz53,almazdılar direk ozaman,05ac528d-ba57-4f9e-b77c-432e9240f4ff,39383648,2025-05-07T18:17:03.763526
CrapsN,bare msi versin,0cf83cb7-6ff6-43f7-b3bc-2064e64406bc,26096248,2025-05-07T18:17:04.661735
ramelowb,arkadaslar kulis bilgisi geldi Ronaldo kebap yemeyi biraktigi icin beche alinmis,1d20a591-1458-4c65-8303-4a20d7c255bb,38888468,2025-05-07T18:17:09.503381
PoirkeCan,eskiden hep gitmiyolarmıydı niye gidemiyoruz artık,6d2e8d61-29dd-4fe4-967b-87d45afa9dfc,32989678,2025-05-07T18:17:10.678485
CrapsN,eu master champ msi versinler,add43d98-4dab-416a-bf66-bc444a433dcb,26096248,2025-05-07T18:17:18.093724
sebilll,dukcplz,4683940c-f510-47d8-a8f0-fa5b40cbe8f5,26920966,2025-05-07T18:17:20.458813
sebilll,,df792310-0329-4a76-b90c-c3ba08905974,26920966,2025-05-07T18:17:24.052842
mathe5,bu ırz düşmanı noeldayıyı riottan hala kovmadılar mı ?,99045588-3064-4576-b1d5-2d91650cf2bc,26782749,2025-05-07T18:17:28.013303
Kaanblanc1111,ŞL'de intercic miyiz ağabey @naru,5aff0a56-74d5-4ce5-adfb-225f26c8fa14,26766787,2025-05-07T18:17:31.008357
AGALAR123,,02b9ce3e-2523-4625-b75b-8216b585313e,26874173,2025-05-07T18:17:32.437304
umutcansx,zanzaraki babag olayını izledin mi,326eede4-646e-475d-a6ee-d8f5ab6524bf,48173426,2025-05-07T18:17:32.655044
sametizzz,Bugün pompa var Arsenal deplasmanda tur atlayacak,f27a3d48-4db1-4b54-a722-7b22ac957c0a,26931912,2025-05-07T18:17:33.108346
Dertli_Doktor,kötü oynuyor + mercy özür diledi dönmek istedi ve daha iyi ronaldodan,46568f21-4239-40ad-8d87-515c97292fa7,27709926,2025-05-07T18:17:33.389252
kaan_gr,hello world!,72de5b27-b617-4c26-88f1-dae49a58d000,26202155,2025-05-07T18:17:35.225834
btwAnil,,72333611-ef45-43f2-a277-49aeeec8c23d,26041017,2025-05-07T18:17:36.428290
AGALAR123,,5ff80edf-8ed7-4f9d-bfb1-067792bfe476,26874173,2025-05-07T18:17:38.495056
aventador420,olm sen hasta mısın aq,844716b4-93ff-45ef-89cb-1fe44c310a92,8480213,2025-05-07T18:17:39.862189
Austin_3_16,naptı,a6218056-0ae7-4fbb-9b96-e4192fa41b47,26945826,2025-05-07T18:17:40.313373
ABlKlZLARREGLOLMASINYA,senin mürvetini ne zaman görcez naruuuuu,07d25abb-b2a8-4599-a056-dfbc24f28a72,60644258,2025-05-07T18:17:45.027904
Belalii311,,41140632-e742-4c7c-9954-8f3c3535500d,27168977,2025-05-07T18:17:50.395367
emrebozkurtx,merch napmıştı kanka,8cb70cfc-8806-4985-92c3-fb4fcfbabb2a,40345061,2025-05-07T18:17:52.828926
AGALAR123,,28848647-d875-46c8-a63f-cde4bd98c374,26874173,2025-05-07T18:17:56.408076
Kaanblanc1111,@Austin_3_16 nasıl naptı,4a03bdeb-f759-48e5-a294-a74f367c411f,26766787,2025-05-07T18:17:56.633983
YellowFlash35,sdjfhjsddfsdf,73618da2-7cff-4e40-9547-a4a9d0612c16,28863892,2025-05-07T18:17:58.283015
Zarafel,drama,3142726e-0f40-40d4-bc91-3a36cfc3f249,42602144,2025-05-07T18:18:00.145167
nikomann,mercynin takima geri geldiginden kimsenin haberi yoktu galiba amk ayni gun scorthun yayinda arkhe monkas mercy var holy kendi yayininda ronaldoyla konusuyo ronaldonu. haberi yokmus galiba filan sacma is,df7ab6e5-884c-4586-b833-1226207b12cc,26922037,2025-05-07T18:18:04.463072
Austin_3_16,yanlış mesaja cevap verdim,22f7b3a2-7148-4351-a1f7-8996ac3c419b,26945826,2025-05-07T18:18:08.249877
Pitann,ASSADSDASADSADSADSAD,d12a2ccb-4b0b-4cdc-80ec-35e8bb8534c9,48868524,2025-05-07T18:18:09.694783
erberk,evt,d7d17502-5762-41c0-80a4-77ece25130a5,9920666,2025-05-07T18:18:12.741660
sametizzz,Noeldayı stepsister kategorisinden çıktı mı,7f37e88b-ac57-42fe-b5b1-e57cd9f6cf0f,26931912,2025-05-07T18:18:15.392845
anfeas,lkpoşşğlkppjşğlojlşkloşp,84c32c5b-d458-483a-bc37-36f2ebaffdb6,28418018,2025-05-07T18:18:15.629108
SemihKai,,e24325ca-7ab4-445b-8fd2-7e547c3dcb95,26079319,2025-05-07T18:18:15.629108
simonrileyreal,?,4619b41b-f099-45d8-ac63-3c98c1df6d49,54449347,2025-05-07T18:18:16.128302
ramelowb,BWHWHWHWHEHE,67cb91c9-72f5-479f-b109-b6eb55104565,38888468,2025-05-07T18:18:16.580827
CrapsN,o şampiyonluk ligi sanıyor şampiyonlar ligi değil,a5181fee-2ab4-49b1-878b-1c57212c8757,26096248,2025-05-07T18:18:16.804855
stormraqe,,7ba9a4fa-8490-4bca-9ccf-2e7073160056,26333063,2025-05-07T18:18:17.333031
Zarafel,bende porno izliyorum sende izliyıosun,c8f70904-3f1d-441e-94f6-92da882be6a7,42602144,2025-05-07T18:18:17.570092
Atemwastaken1,üvey kardeş seviyor asfkjnwqt,3a61e1ca-48da-4bac-81a4-681b6e91f98f,44340261,2025-05-07T18:18:17.799283
kogut81,Olm adam step sis izledi ne olmuş,648e4b4d-e9fd-4a6b-a656-ba29c45f6ac1,25507864,2025-05-07T18:18:18.784106
ABlKlZLARREGLOLMASINYA,abi noel dayı burdada cok eğlenmiş ya,0a5da74c-ff2f-4244-a559-0ec18dcec351,60644258,2025-05-07T18:18:19.241216
Celil_K,riot değil esa bu,a297184f-a4b5-48e4-bd49-a3a1b77059ca,30278004,2025-05-07T18:18:19.241216
Skyra_xd,pornoma dokunma,e4521a08-2660-4838-9bcf-b9a75dcaca76,26841436,2025-05-07T18:18:20.012731
umutcansx,adam 31 çekiyor diye ırz düşmanı oldu amk POİDKJRQWPOEŞFJKQWİPOFKQWPOĞEKFQWĞO,fcfbdec4-ee58-4868-89a6-8f6eb9ff385b,48173426,2025-05-07T18:18:21.251944
Malisqa,,72ec4c86-e0c7-41ea-a301-9fc5f6aa3fc2,26126219,2025-05-07T18:18:21.251944
Dertli_Doktor,jahoya atar yaptı kaybettikten sonra yayına birden gelip,8988e7f0-faf1-4ffa-bc15-135f48908d16,27709926,2025-05-07T18:18:21.710232
mathe5,dayı hangi kadın yayıncıyı görsem adam hepsini ekli ak asdlsadjklasdjkla,180452e2-4721-431f-a24a-c8130ebf2155,26782749,2025-05-07T18:18:23.164047
klhouu,FAPKFKAĞSPFKAS,f2659095-dec9-46bf-947b-5ddd5dedc6d5,26940326,2025-05-07T18:18:24.393392
Nalyon,porno izlemek ırz düşmanlığımı amk,c3d90937-b7ec-4db4-95cc-b32d2443d0be,44907711,2025-05-07T18:18:24.626677
ABlKlZLARREGLOLMASINYA,COK KÖTÜ Bİ ŞEY OLDU,fcf7fe2b-1585-44e3-a8d7-06fb3912017d,60644258,2025-05-07T18:18:28.771488
lasttourlandtv,Porna izliyor diye ırz düşmanı ilan edilen adam durduk yere ölen adamla yarışır,4210b05c-74fd-4c35-8893-77f2ce8ce04c,27078582,2025-05-07T18:18:29.034886
Austin_3_16,kimin porno izlediği nerden öğreniliyor aq,99893089-1b6a-4bc1-be8c-ba25e9984a67,26945826,2025-05-07T18:18:30.685823
ramelowb,BWHWHUEHEHWUWBUEIWHWHD,e10ca73c-74b7-4b45-bfa5-41433553842f,38888468,2025-05-07T18:18:34.870274
Pitann,Erkekliğin şanındandır.,2a442df6-b8e9-43e3-acf6-176c778481ca,48868524,2025-05-07T18:18:35.344006
aventador420,ne mal adamsın,f6d4d550-c6b8-4876-a0ef-c3d11509fe25,8480213,2025-05-07T18:18:36.102936
BumbleD,ADAM AĞZININ TADINI BİLİYO ABİ,06695933-aaee-446f-9906-a3d2064f5a62,29103119,2025-05-07T18:18:36.102936
aschentes,Sen 31 cekmıyor musun kardesım,58b78771-21ed-4fb1-8ce2-a25b92e8647e,33970009,2025-05-07T18:18:37.336005
YAS9N,dayıya pornodan sonra kanım daha çok ısındı,45081f13-fa1d-4ffb-a72d-1833df2c3e67,26210194,2025-05-07T18:18:39.476105
simonrileyreal,nereden ogrendiniz la porn izledigini,f851218c-944a-487d-9364-e9aecf01317e,54449347,2025-05-07T18:18:40.732590
CrapsN,neydi adı step sister mı?,80c4228e-0f88-4296-88cb-b0c2ee4ef0fc,26096248,2025-05-07T18:18:44.660330
LofKirades,,08d7fe23-ac65-44fe-8fbd-fc9ae8c23bf0,38655793,2025-05-07T18:18:45.429219
Mirackdgl,yok ya cros kodu paylaştı diye asgdgdas,51301809-cea5-466d-8006-f21ec4740a37,26146314,2025-05-07T18:18:47.093869
YellowFlash35,bacısına saldırmış olma ihtimali ? kdjsfgkjdfg,b1e89969-add3-402d-8453-18924ef80711,28863892,2025-05-07T18:18:48.764712
sametizzz,Profesyonellik,0c882c26-ada8-4886-8e8c-ba3b372ae6f4,26931912,2025-05-07T18:18:48.999557
btwAnil,olum her şeyi nasıl biliyonuz lan,ca2e9e25-f63d-4b8d-bf94-55c90d67849e,26041017,2025-05-07T18:18:49.452621
emrebozkurtx,beyler aramızda porno izlemeyen varsa söylesin,dd56e654-d7f0-4469-b2dc-ffe9b511e45a,40345061,2025-05-07T18:18:56.294388
Pitann,BW Tarafında bi iletişimsizlik var gibi ama hadi bakalım,633438de-6233-41f9-85f5-51d9b8b9bf6b,48868524,2025-05-07T18:18:57.763001
SUFON,porno izlemeyenın kamaşullahı yoktur,da05a4a4-0cec-4fb1-9618-2291466ee4db,30593673,2025-05-07T18:18:59.765855
ABlKlZLARREGLOLMASINYA,noel dayıma laf yok ağzının tadını biliyor,b54ef74e-74e1-447b-86ce-295b9a588fd2,60644258,2025-05-07T18:19:00.232572
lasttourlandtv,takımının menajeri yok o yüzden normal,e3d5c1bb-605d-49e1-bb12-98fcb8c0e412,27078582,2025-05-07T18:19:01.912996
kogut81,Bacılarını saklayın dayıdan,cc53b080-9157-467e-af17-ff80abcfd079,25507864,2025-05-07T18:19:03.912828
AGALAR123,bu chat her şeyi biliyor ama her şeyi,69b44a67-0f25-4af0-863b-d3db16e6263a,26874173,2025-05-07T18:19:04.612874
YuEmDu2,purna ne ya hiç izlemem,29bc0155-8fac-4ae8-b936-1d08f3d2dce7,34783198,2025-05-07T18:19:04.844756
Zarafel,Olum 7 24 burayımı takip edicez aq,793aeb46-548f-46ce-ba73-830403e411a0,42602144,2025-05-07T18:19:04.844756
CrapsN,h*ly olduğu yerde profesyonellik mi?,d862ef79-f741-44d9-b237-7182a630f6da,26096248,2025-05-07T18:19:06.644017
kirpici,İlk.maç. Ne oldu,594306b6-cc32-4f68-bd58-94edf6747d9c,26247549,2025-05-07T18:19:09.567531
Austin_3_16,2 haftadır izlemiyom,538c8dba-b1f2-4173-8c4d-c7c76132eff5,26945826,2025-05-07T18:19:10.712921
tayfunneptune,,7a17817d-806c-46cb-8fe7-dba824741ece,26966864,2025-05-07T18:19:10.712921
Skyra_xd,adam hetero normal,075fb0e4-1b11-4ffa-a8fa-0df309da2cf3,26841436,2025-05-07T18:19:17.565745
ericdraven1,net gs li,0159dbdb-ed70-4a19-b683-f8855ffcbdbf,30665646,2025-05-07T18:19:18.037428
SUFON,napsın mete seni mi siksin adam,0ef78203-9577-4939-b22a-a47decf99964,30593673,2025-05-07T18:19:18.036421
22mtk2,kayserispor,d7871a8f-e7cc-4648-8ca3-ecc51c19e1bd,20235966,2025-05-07T18:19:21.912725
starscourgeken,gslidir,4704acf2-b098-4285-b320-7d5449d0464c,27442279,2025-05-07T18:19:22.457573
emrebozkurtx,helal kanks,be20cf9f-5637-40bb-9152-a37db70048f2,40345061,2025-05-07T18:19:23.624733
mathe5,beşiktaşta lol ile alakası yok durumun,42e1f821-0f37-415f-bca1-d1894513a11f,26782749,2025-05-07T18:19:23.926611
CrapsN,kesin galatasaraylı icardi ppli,c60f3b05-5d81-405d-8e53-22b90639107c,26096248,2025-05-07T18:19:25.625307
kaan_gr,konu çok iyi doğal dil işleme ödevim var chatteki mesajları .çekiyorum harika kelimeler var bu kelimelerle kötü iyi kelime analizi yapıcam,30179024-58c8-42ca-b2c8-cb23d846ec11,26202155,2025-05-07T18:19:27.102655
sebilll,misa kazandı,3a773610-1239-41f1-b8fb-efdf5a1ea5b7,26920966,2025-05-07T18:19:27.338414
kovensch,kesin gsli,281692d4-12a4-49b6-ad2d-dcd1e086eb54,30601245,2025-05-07T18:19:27.568830
AverageMasterChefEnjoyer,sen niye kadın yayıncıların instasına giriyosun ırz düşmanı mısın,b9af44c1-f148-478b-a1fe-a7b1decf29a9,27871353,2025-05-07T18:19:30.257556
aschentes,konyalıdır,2c884772-7151-4dff-aed1-18a1145c71da,33970009,2025-05-07T18:19:31.012794
sylmz53,day 1,d274bdc4-3101-46a5-afcd-0ebedad7f2d0,39383648,2025-05-07T18:19:34.873124
chifyu,noeldayı arkadas canlısı bi insan ama kadın erkek farketmez herkesle oyun oynuyo,bcedd088-300b-4de5-a6cb-f8dfec0aa25a,26309667,2025-05-07T18:19:36.793655
aventador420,kanka fikirlerini çok fazla sesli dile getirmeni tavsiye etmem,be46ca60-5734-495e-ad67-3adb02ce625f,8480213,2025-05-07T18:19:49.113070
Skyra_xd,bora abinin bgt admini dava etmesini gördün mü,af6224c8-4aa6-4247-8c80-7c2516748d07,26841436,2025-05-07T18:19:56.712797
Austin_3_16,yozgat mentalitesi dkwkdlsl,74ee5da3-6f6a-4cdc-afc1-6b7aabaf108a,26945826,2025-05-07T18:19:57.241789
aquilaistaken,hayırdır yozgatla alakası nedir ?,244e57b4-b813-4989-a0bb-2127bbc95cb5,28271637,2025-05-07T18:20:02.412488
simonrileyreal,adam hakli abi,c038ad4d-7cc1-4c3f-8416-e3ecde19cae1,54449347,2025-05-07T18:20:03.342934
SUFON,@naru adam matheyimi siksin kızlara yürüyordur tabi,6285e127-713a-4764-ab80-02f1af3349c2,30593673,2025-05-07T18:20:06.380217
Ekreb,herkesin fikri olmasın bence,2e8acb56-8173-4422-a071-2312af66756b,27568932,2025-05-07T18:20:09.894657
norisnade,yozgat mentalitesi ne,598d0287-f936-420f-bd5f-745da709447f,26042674,2025-05-07T18:20:10.602719
btwAnil,,58f8bc3f-8a9a-47dc-9d17-ba48aac3e35e,26041017,2025-05-07T18:20:12.532585
Atemwastaken1,naru bıçaklanmış,6474262b-d2ad-4a9d-8c27-cf913b479bac,44340261,2025-05-07T18:20:13.308244
